"Cell"	"Drug"	"Cell_BROAD"	"Cell_COSMIC"
"SIDM01030"	442972	"ACH-000693"	907318
"SIDM01030"	644215	"ACH-000693"	907318
"SIDM01030"	984170	"ACH-000693"	907318
"SIDM01030"	5311510	"ACH-000693"	907318
"SIDM01030"	5329102	"ACH-000693"	907318
"SIDM01030"	5494449	"ACH-000693"	907318
"SIDM01030"	5717801	"ACH-000693"	907318
"SIDM01030"	7251185	"ACH-000693"	907318
"SIDM01030"	9549184	"ACH-000693"	907318
"SIDM01030"	9826308	"ACH-000693"	907318
"SIDM01030"	9907093	"ACH-000693"	907318
"SIDM01030"	10172943	"ACH-000693"	907318
"SIDM01030"	10302451	"ACH-000693"	907318
"SIDM01030"	10461815	"ACH-000693"	907318
"SIDM01030"	11626927	"ACH-000693"	907318
"SIDM01030"	11676786	"ACH-000693"	907318
"SIDM01030"	11844351	"ACH-000693"	907318
"SIDM01030"	16038120	"ACH-000693"	907318
"SIDM01030"	16663089	"ACH-000693"	907318
"SIDM01030"	16760646	"ACH-000693"	907318
"SIDM01030"	20635522	"ACH-000693"	907318
"SIDM01030"	24825971	"ACH-000693"	907318
"SIDM01030"	25226117	"ACH-000693"	907318
"SIDM01030"	25226483	"ACH-000693"	907318
"SIDM01030"	42628535	"ACH-000693"	907318
"SIDM01030"	46843772	"ACH-000693"	907318
"SIDM01030"	46843906	"ACH-000693"	907318
"SIDM01030"	46844147	"ACH-000693"	907318
"SIDM01030"	49821040	"ACH-000693"	907318
"SIDM01030"	49836027	"ACH-000693"	907318
"SIDM01030"	57340680	"ACH-000693"	907318
"SIDM01030"	58525121	"ACH-000693"	907318
"SIDM01030"	71550931	"ACH-000693"	907318
"SIDM01030"	71576693	"ACH-000693"	907318
"SIDM01031"	1018	"ACH-000855"	907317
"SIDM01031"	2332	"ACH-000855"	907317
"SIDM01031"	2578	"ACH-000855"	907317
"SIDM01031"	3899	"ACH-000855"	907317
"SIDM01031"	4212	"ACH-000855"	907317
"SIDM01031"	4261	"ACH-000855"	907317
"SIDM01031"	4993	"ACH-000855"	907317
"SIDM01031"	5291	"ACH-000855"	907317
"SIDM01031"	5978	"ACH-000855"	907317
"SIDM01031"	8269	"ACH-000855"	907317
"SIDM01031"	60700	"ACH-000855"	907317
"SIDM01031"	65110	"ACH-000855"	907317
"SIDM01031"	68740	"ACH-000855"	907317
"SIDM01031"	76044	"ACH-000855"	907317
"SIDM01031"	87371	"ACH-000855"	907317
"SIDM01031"	160355	"ACH-000855"	907317
"SIDM01031"	234820	"ACH-000855"	907317
"SIDM01031"	243725	"ACH-000855"	907317
"SIDM01031"	353472	"ACH-000855"	907317
"SIDM01031"	397888	"ACH-000855"	907317
"SIDM01031"	442205	"ACH-000855"	907317
"SIDM01031"	442972	"ACH-000855"	907317
"SIDM01031"	452548	"ACH-000855"	907317
"SIDM01031"	643462	"ACH-000855"	907317
"SIDM01031"	644215	"ACH-000855"	907317
"SIDM01031"	657237	"ACH-000855"	907317
"SIDM01031"	2155128	"ACH-000855"	907317
"SIDM01031"	2802462	"ACH-000855"	907317
"SIDM01031"	3011155	"ACH-000855"	907317
"SIDM01031"	5311510	"ACH-000855"	907317
"SIDM01031"	5329102	"ACH-000855"	907317
"SIDM01031"	5352062	"ACH-000855"	907317
"SIDM01031"	5477029	"ACH-000855"	907317
"SIDM01031"	5494449	"ACH-000855"	907317
"SIDM01031"	5717801	"ACH-000855"	907317
"SIDM01031"	6914657	"ACH-000855"	907317
"SIDM01031"	7251185	"ACH-000855"	907317
"SIDM01031"	9549184	"ACH-000855"	907317
"SIDM01031"	9826308	"ACH-000855"	907317
"SIDM01031"	9907093	"ACH-000855"	907317
"SIDM01031"	9936746	"ACH-000855"	907317
"SIDM01031"	10172943	"ACH-000855"	907317
"SIDM01031"	10302451	"ACH-000855"	907317
"SIDM01031"	10461815	"ACH-000855"	907317
"SIDM01031"	11626927	"ACH-000855"	907317
"SIDM01031"	11655119	"ACH-000855"	907317
"SIDM01031"	11676786	"ACH-000855"	907317
"SIDM01031"	11844351	"ACH-000855"	907317
"SIDM01031"	16038120	"ACH-000855"	907317
"SIDM01031"	16663089	"ACH-000855"	907317
"SIDM01031"	16760646	"ACH-000855"	907317
"SIDM01031"	20635522	"ACH-000855"	907317
"SIDM01031"	24753719	"ACH-000855"	907317
"SIDM01031"	24821094	"ACH-000855"	907317
"SIDM01031"	24825971	"ACH-000855"	907317
"SIDM01031"	24958200	"ACH-000855"	907317
"SIDM01031"	25099184	"ACH-000855"	907317
"SIDM01031"	35397514	"ACH-000855"	907317
"SIDM01031"	42623951	"ACH-000855"	907317
"SIDM01031"	44462758	"ACH-000855"	907317
"SIDM01031"	46236925	"ACH-000855"	907317
"SIDM01031"	46843056	"ACH-000855"	907317
"SIDM01031"	46843906	"ACH-000855"	907317
"SIDM01031"	46844147	"ACH-000855"	907317
"SIDM01031"	46926350	"ACH-000855"	907317
"SIDM01031"	49821040	"ACH-000855"	907317
"SIDM01031"	49836027	"ACH-000855"	907317
"SIDM01031"	52918385	"ACH-000855"	907317
"SIDM01031"	53469448	"ACH-000855"	907317
"SIDM01031"	59472121	"ACH-000855"	907317
"SIDM01031"	59473233	"ACH-000855"	907317
"SIDM01031"	60167849	"ACH-000855"	907317
"SIDM01031"	71522234	"ACH-000855"	907317
"SIDM01031"	71550931	"ACH-000855"	907317
"SIDM01031"	72200024	"ACH-000855"	907317
"SIDM01031"	72201027	"ACH-000855"	907317
"SIDM01031"	72943187	"ACH-000855"	907317
"SIDM01031"	73010930	"ACH-000855"	907317
"SIDM01031"	73555129	"ACH-000855"	907317
"SIDM01031"	118693659	"ACH-000855"	907317
"SIDM01031"	131634760	"ACH-000855"	907317
"SIDM01031"	135398738	"ACH-000855"	907317
"SIDM01031"	135564749	"ACH-000855"	907317
"SIDM01032"	4993	"ACH-000823"	753573
"SIDM01032"	5291	"ACH-000823"	753573
"SIDM01032"	76044	"ACH-000823"	753573
"SIDM01032"	160355	"ACH-000823"	753573
"SIDM01032"	442972	"ACH-000823"	753573
"SIDM01032"	637858	"ACH-000823"	753573
"SIDM01032"	644215	"ACH-000823"	753573
"SIDM01032"	644243	"ACH-000823"	753573
"SIDM01032"	5311510	"ACH-000823"	753573
"SIDM01032"	5329102	"ACH-000823"	753573
"SIDM01032"	5494449	"ACH-000823"	753573
"SIDM01032"	5717801	"ACH-000823"	753573
"SIDM01032"	6914657	"ACH-000823"	753573
"SIDM01032"	7251185	"ACH-000823"	753573
"SIDM01032"	9549184	"ACH-000823"	753573
"SIDM01032"	9826308	"ACH-000823"	753573
"SIDM01032"	9863776	"ACH-000823"	753573
"SIDM01032"	9907093	"ACH-000823"	753573
"SIDM01032"	10172943	"ACH-000823"	753573
"SIDM01032"	10302451	"ACH-000823"	753573
"SIDM01032"	10461815	"ACH-000823"	753573
"SIDM01032"	11626927	"ACH-000823"	753573
"SIDM01032"	11676786	"ACH-000823"	753573
"SIDM01032"	11844351	"ACH-000823"	753573
"SIDM01032"	16038120	"ACH-000823"	753573
"SIDM01032"	16663089	"ACH-000823"	753573
"SIDM01032"	16760646	"ACH-000823"	753573
"SIDM01032"	20635522	"ACH-000823"	753573
"SIDM01032"	24825971	"ACH-000823"	753573
"SIDM01032"	46844147	"ACH-000823"	753573
"SIDM01032"	49821040	"ACH-000823"	753573
"SIDM01032"	49836027	"ACH-000823"	753573
"SIDM01032"	52912189	"ACH-000823"	753573
"SIDM01032"	53315878	"ACH-000823"	753573
"SIDM01032"	57339144	"ACH-000823"	753573
"SIDM01032"	71550931	"ACH-000823"	753573
"SIDM01032"	71576693	"ACH-000823"	753573
"SIDM01032"	71729975	"ACH-000823"	753573
"SIDM01032"	85668777	"ACH-000823"	753573
"SIDM01032"	90488984	"ACH-000823"	753573
"SIDM01033"	4993	"ACH-000486"	907312
"SIDM01033"	5291	"ACH-000486"	907312
"SIDM01033"	76044	"ACH-000486"	907312
"SIDM01033"	160355	"ACH-000486"	907312
"SIDM01033"	442972	"ACH-000486"	907312
"SIDM01033"	644215	"ACH-000486"	907312
"SIDM01033"	5311510	"ACH-000486"	907312
"SIDM01033"	5329102	"ACH-000486"	907312
"SIDM01033"	5494449	"ACH-000486"	907312
"SIDM01033"	5717801	"ACH-000486"	907312
"SIDM01033"	7251185	"ACH-000486"	907312
"SIDM01033"	9549184	"ACH-000486"	907312
"SIDM01033"	9826308	"ACH-000486"	907312
"SIDM01033"	9907093	"ACH-000486"	907312
"SIDM01033"	10172943	"ACH-000486"	907312
"SIDM01033"	10302451	"ACH-000486"	907312
"SIDM01033"	10461815	"ACH-000486"	907312
"SIDM01033"	11626927	"ACH-000486"	907312
"SIDM01033"	11676786	"ACH-000486"	907312
"SIDM01033"	11844351	"ACH-000486"	907312
"SIDM01033"	16038120	"ACH-000486"	907312
"SIDM01033"	16663089	"ACH-000486"	907312
"SIDM01033"	16760646	"ACH-000486"	907312
"SIDM01033"	20635522	"ACH-000486"	907312
"SIDM01033"	24825971	"ACH-000486"	907312
"SIDM01033"	46844147	"ACH-000486"	907312
"SIDM01033"	49821040	"ACH-000486"	907312
"SIDM01033"	49836027	"ACH-000486"	907312
"SIDM01033"	90488984	"ACH-000486"	907312
"SIDM01034"	4993	"ACH-001106"	1330933
"SIDM01034"	442972	"ACH-001106"	1330933
"SIDM01034"	984170	"ACH-001106"	1330933
"SIDM01034"	5717801	"ACH-001106"	1330933
"SIDM01034"	7251185	"ACH-001106"	1330933
"SIDM01034"	9907093	"ACH-001106"	1330933
"SIDM01034"	11455910	"ACH-001106"	1330933
"SIDM01034"	11626927	"ACH-001106"	1330933
"SIDM01034"	15953870	"ACH-001106"	1330933
"SIDM01034"	25226117	"ACH-001106"	1330933
"SIDM01034"	25226483	"ACH-001106"	1330933
"SIDM01034"	42628535	"ACH-001106"	1330933
"SIDM01034"	46244454	"ACH-001106"	1330933
"SIDM01034"	46843772	"ACH-001106"	1330933
"SIDM01034"	46843906	"ACH-001106"	1330933
"SIDM01034"	46844147	"ACH-001106"	1330933
"SIDM01034"	51371303	"ACH-001106"	1330933
"SIDM01034"	57340680	"ACH-001106"	1330933
"SIDM01034"	58525121	"ACH-001106"	1330933
"SIDM01034"	71550931	"ACH-001106"	1330933
"SIDM01034"	71576693	"ACH-001106"	1330933
"SIDM01034"	117996541	"ACH-001106"	1330933
"SIDM01034"	135410875	"ACH-001106"	1330933
"SIDM01036"	46843906	"ACH-000653"	1327766
"SIDM01036"	71550931	"ACH-000653"	1327766
"SIDM01037"	4993	"ACH-000711"	1298157
"SIDM01037"	5291	"ACH-000711"	1298157
"SIDM01037"	76044	"ACH-000711"	1298157
"SIDM01037"	107969	"ACH-000711"	1298157
"SIDM01037"	156414	"ACH-000711"	1298157
"SIDM01037"	160355	"ACH-000711"	1298157
"SIDM01037"	442972	"ACH-000711"	1298157
"SIDM01037"	444732	"ACH-000711"	1298157
"SIDM01037"	644215	"ACH-000711"	1298157
"SIDM01037"	3101542	"ACH-000711"	1298157
"SIDM01037"	3827738	"ACH-000711"	1298157
"SIDM01037"	4248455	"ACH-000711"	1298157
"SIDM01037"	5081913	"ACH-000711"	1298157
"SIDM01037"	5287969	"ACH-000711"	1298157
"SIDM01037"	5311510	"ACH-000711"	1298157
"SIDM01037"	5329102	"ACH-000711"	1298157
"SIDM01037"	5351307	"ACH-000711"	1298157
"SIDM01037"	5717801	"ACH-000711"	1298157
"SIDM01037"	6539732	"ACH-000711"	1298157
"SIDM01037"	6918265	"ACH-000711"	1298157
"SIDM01037"	6918837	"ACH-000711"	1298157
"SIDM01037"	7251185	"ACH-000711"	1298157
"SIDM01037"	9549184	"ACH-000711"	1298157
"SIDM01037"	9549289	"ACH-000711"	1298157
"SIDM01037"	9549297	"ACH-000711"	1298157
"SIDM01037"	9826308	"ACH-000711"	1298157
"SIDM01037"	9907093	"ACH-000711"	1298157
"SIDM01037"	9908783	"ACH-000711"	1298157
"SIDM01037"	10172943	"ACH-000711"	1298157
"SIDM01037"	10302451	"ACH-000711"	1298157
"SIDM01037"	10461815	"ACH-000711"	1298157
"SIDM01037"	11175137	"ACH-000711"	1298157
"SIDM01037"	11234052	"ACH-000711"	1298157
"SIDM01037"	11511120	"ACH-000711"	1298157
"SIDM01037"	11626927	"ACH-000711"	1298157
"SIDM01037"	11676786	"ACH-000711"	1298157
"SIDM01037"	11844351	"ACH-000711"	1298157
"SIDM01037"	14998470	"ACH-000711"	1298157
"SIDM01037"	16038120	"ACH-000711"	1298157
"SIDM01037"	16123056	"ACH-000711"	1298157
"SIDM01037"	16218924	"ACH-000711"	1298157
"SIDM01037"	16663089	"ACH-000711"	1298157
"SIDM01037"	16732433	"ACH-000711"	1298157
"SIDM01037"	16760646	"ACH-000711"	1298157
"SIDM01037"	20635522	"ACH-000711"	1298157
"SIDM01037"	23582824	"ACH-000711"	1298157
"SIDM01037"	24739943	"ACH-000711"	1298157
"SIDM01037"	24770514	"ACH-000711"	1298157
"SIDM01037"	24772043	"ACH-000711"	1298157
"SIDM01037"	24825971	"ACH-000711"	1298157
"SIDM01037"	25195294	"ACH-000711"	1298157
"SIDM01037"	25254071	"ACH-000711"	1298157
"SIDM01037"	25260757	"ACH-000711"	1298157
"SIDM01037"	44224257	"ACH-000711"	1298157
"SIDM01037"	45258277	"ACH-000711"	1298157
"SIDM01037"	46006640	"ACH-000711"	1298157
"SIDM01037"	46192505	"ACH-000711"	1298157
"SIDM01037"	46843906	"ACH-000711"	1298157
"SIDM01037"	46844147	"ACH-000711"	1298157
"SIDM01037"	46911863	"ACH-000711"	1298157
"SIDM01037"	49821040	"ACH-000711"	1298157
"SIDM01037"	49836027	"ACH-000711"	1298157
"SIDM01037"	51358113	"ACH-000711"	1298157
"SIDM01037"	53340666	"ACH-000711"	1298157
"SIDM01037"	53413272	"ACH-000711"	1298157
"SIDM01037"	56599306	"ACH-000711"	1298157
"SIDM01037"	66577038	"ACH-000711"	1298157
"SIDM01037"	71550931	"ACH-000711"	1298157
"SIDM01037"	71755761	"ACH-000711"	1298157
"SIDM01037"	77232197	"ACH-000711"	1298157
"SIDM01037"	135402034	"ACH-000711"	1298157
"SIDM01037"	135410875	"ACH-000711"	1298157
"SIDM01037"	135423438	"ACH-000711"	1298157
"SIDM01038"	864	"ACH-000357"	1327765
"SIDM01038"	2332	"ACH-000357"	1327765
"SIDM01038"	2578	"ACH-000357"	1327765
"SIDM01038"	3218	"ACH-000357"	1327765
"SIDM01038"	3796	"ACH-000357"	1327765
"SIDM01038"	4212	"ACH-000357"	1327765
"SIDM01038"	4993	"ACH-000357"	1327765
"SIDM01038"	5208	"ACH-000357"	1327765
"SIDM01038"	5291	"ACH-000357"	1327765
"SIDM01038"	5746	"ACH-000357"	1327765
"SIDM01038"	5978	"ACH-000357"	1327765
"SIDM01038"	8249	"ACH-000357"	1327765
"SIDM01038"	8269	"ACH-000357"	1327765
"SIDM01038"	9444	"ACH-000357"	1327765
"SIDM01038"	12035	"ACH-000357"	1327765
"SIDM01038"	36462	"ACH-000357"	1327765
"SIDM01038"	42640	"ACH-000357"	1327765
"SIDM01038"	60700	"ACH-000357"	1327765
"SIDM01038"	68740	"ACH-000357"	1327765
"SIDM01038"	76044	"ACH-000357"	1327765
"SIDM01038"	82146	"ACH-000357"	1327765
"SIDM01038"	87371	"ACH-000357"	1327765
"SIDM01038"	92577	"ACH-000357"	1327765
"SIDM01038"	107969	"ACH-000357"	1327765
"SIDM01038"	124886	"ACH-000357"	1327765
"SIDM01038"	156414	"ACH-000357"	1327765
"SIDM01038"	159324	"ACH-000357"	1327765
"SIDM01038"	160355	"ACH-000357"	1327765
"SIDM01038"	176167	"ACH-000357"	1327765
"SIDM01038"	234820	"ACH-000357"	1327765
"SIDM01038"	243725	"ACH-000357"	1327765
"SIDM01038"	353472	"ACH-000357"	1327765
"SIDM01038"	397888	"ACH-000357"	1327765
"SIDM01038"	442205	"ACH-000357"	1327765
"SIDM01038"	442972	"ACH-000357"	1327765
"SIDM01038"	444732	"ACH-000357"	1327765
"SIDM01038"	446378	"ACH-000357"	1327765
"SIDM01038"	446541	"ACH-000357"	1327765
"SIDM01038"	447912	"ACH-000357"	1327765
"SIDM01038"	448013	"ACH-000357"	1327765
"SIDM01038"	452548	"ACH-000357"	1327765
"SIDM01038"	521106	"ACH-000357"	1327765
"SIDM01038"	560326	"ACH-000357"	1327765
"SIDM01038"	643462	"ACH-000357"	1327765
"SIDM01038"	644215	"ACH-000357"	1327765
"SIDM01038"	644243	"ACH-000357"	1327765
"SIDM01038"	657237	"ACH-000357"	1327765
"SIDM01038"	704473	"ACH-000357"	1327765
"SIDM01038"	992586	"ACH-000357"	1327765
"SIDM01038"	3005532	"ACH-000357"	1327765
"SIDM01038"	3011155	"ACH-000357"	1327765
"SIDM01038"	3101542	"ACH-000357"	1327765
"SIDM01038"	3463933	"ACH-000357"	1327765
"SIDM01038"	3827738	"ACH-000357"	1327765
"SIDM01038"	4248455	"ACH-000357"	1327765
"SIDM01038"	4263900	"ACH-000357"	1327765
"SIDM01038"	5081913	"ACH-000357"	1327765
"SIDM01038"	5113032	"ACH-000357"	1327765
"SIDM01038"	5280757	"ACH-000357"	1327765
"SIDM01038"	5287969	"ACH-000357"	1327765
"SIDM01038"	5289247	"ACH-000357"	1327765
"SIDM01038"	5311510	"ACH-000357"	1327765
"SIDM01038"	5329102	"ACH-000357"	1327765
"SIDM01038"	5351307	"ACH-000357"	1327765
"SIDM01038"	5352062	"ACH-000357"	1327765
"SIDM01038"	5477029	"ACH-000357"	1327765
"SIDM01038"	5717801	"ACH-000357"	1327765
"SIDM01038"	6445533	"ACH-000357"	1327765
"SIDM01038"	6445562	"ACH-000357"	1327765
"SIDM01038"	6450816	"ACH-000357"	1327765
"SIDM01038"	6539732	"ACH-000357"	1327765
"SIDM01038"	6852167	"ACH-000357"	1327765
"SIDM01038"	6918265	"ACH-000357"	1327765
"SIDM01038"	6918638	"ACH-000357"	1327765
"SIDM01038"	6918837	"ACH-000357"	1327765
"SIDM01038"	6918848	"ACH-000357"	1327765
"SIDM01038"	6918878	"ACH-000357"	1327765
"SIDM01038"	7251185	"ACH-000357"	1327765
"SIDM01038"	9549184	"ACH-000357"	1327765
"SIDM01038"	9549289	"ACH-000357"	1327765
"SIDM01038"	9549297	"ACH-000357"	1327765
"SIDM01038"	9810884	"ACH-000357"	1327765
"SIDM01038"	9826308	"ACH-000357"	1327765
"SIDM01038"	9829523	"ACH-000357"	1327765
"SIDM01038"	9868037	"ACH-000357"	1327765
"SIDM01038"	9874913	"ACH-000357"	1327765
"SIDM01038"	9884685	"ACH-000357"	1327765
"SIDM01038"	9903786	"ACH-000357"	1327765
"SIDM01038"	9907093	"ACH-000357"	1327765
"SIDM01038"	9908783	"ACH-000357"	1327765
"SIDM01038"	9910224	"ACH-000357"	1327765
"SIDM01038"	9911830	"ACH-000357"	1327765
"SIDM01038"	9952773	"ACH-000357"	1327765
"SIDM01038"	9956222	"ACH-000357"	1327765
"SIDM01038"	9967941	"ACH-000357"	1327765
"SIDM01038"	10027278	"ACH-000357"	1327765
"SIDM01038"	10074640	"ACH-000357"	1327765
"SIDM01038"	10109823	"ACH-000357"	1327765
"SIDM01038"	10113978	"ACH-000357"	1327765
"SIDM01038"	10172943	"ACH-000357"	1327765
"SIDM01038"	10200390	"ACH-000357"	1327765
"SIDM01038"	10302451	"ACH-000357"	1327765
"SIDM01038"	10461815	"ACH-000357"	1327765
"SIDM01038"	11175137	"ACH-000357"	1327765
"SIDM01038"	11234052	"ACH-000357"	1327765
"SIDM01038"	11282283	"ACH-000357"	1327765
"SIDM01038"	11338033	"ACH-000357"	1327765
"SIDM01038"	11373846	"ACH-000357"	1327765
"SIDM01038"	11404337	"ACH-000357"	1327765
"SIDM01038"	11485656	"ACH-000357"	1327765
"SIDM01038"	11493598	"ACH-000357"	1327765
"SIDM01038"	11511120	"ACH-000357"	1327765
"SIDM01038"	11617559	"ACH-000357"	1327765
"SIDM01038"	11625818	"ACH-000357"	1327765
"SIDM01038"	11626927	"ACH-000357"	1327765
"SIDM01038"	11647372	"ACH-000357"	1327765
"SIDM01038"	11676786	"ACH-000357"	1327765
"SIDM01038"	11713159	"ACH-000357"	1327765
"SIDM01038"	11754511	"ACH-000357"	1327765
"SIDM01038"	11844351	"ACH-000357"	1327765
"SIDM01038"	14998470	"ACH-000357"	1327765
"SIDM01038"	16038120	"ACH-000357"	1327765
"SIDM01038"	16123056	"ACH-000357"	1327765
"SIDM01038"	16218924	"ACH-000357"	1327765
"SIDM01038"	16663089	"ACH-000357"	1327765
"SIDM01038"	16722836	"ACH-000357"	1327765
"SIDM01038"	16725726	"ACH-000357"	1327765
"SIDM01038"	16732433	"ACH-000357"	1327765
"SIDM01038"	16747388	"ACH-000357"	1327765
"SIDM01038"	16760646	"ACH-000357"	1327765
"SIDM01038"	20635522	"ACH-000357"	1327765
"SIDM01038"	23582824	"ACH-000357"	1327765
"SIDM01038"	24739943	"ACH-000357"	1327765
"SIDM01038"	24756910	"ACH-000357"	1327765
"SIDM01038"	24770514	"ACH-000357"	1327765
"SIDM01038"	24771867	"ACH-000357"	1327765
"SIDM01038"	24772043	"ACH-000357"	1327765
"SIDM01038"	24772860	"ACH-000357"	1327765
"SIDM01038"	24825971	"ACH-000357"	1327765
"SIDM01038"	24826799	"ACH-000357"	1327765
"SIDM01038"	24889392	"ACH-000357"	1327765
"SIDM01038"	24894414	"ACH-000357"	1327765
"SIDM01038"	24951314	"ACH-000357"	1327765
"SIDM01038"	25022668	"ACH-000357"	1327765
"SIDM01038"	25102847	"ACH-000357"	1327765
"SIDM01038"	25167777	"ACH-000357"	1327765
"SIDM01038"	25195294	"ACH-000357"	1327765
"SIDM01038"	25195352	"ACH-000357"	1327765
"SIDM01038"	25222038	"ACH-000357"	1327765
"SIDM01038"	25226117	"ACH-000357"	1327765
"SIDM01038"	25226483	"ACH-000357"	1327765
"SIDM01038"	25254071	"ACH-000357"	1327765
"SIDM01038"	25257557	"ACH-000357"	1327765
"SIDM01038"	25260757	"ACH-000357"	1327765
"SIDM01038"	42628507	"ACH-000357"	1327765
"SIDM01038"	42628535	"ACH-000357"	1327765
"SIDM01038"	44143370	"ACH-000357"	1327765
"SIDM01038"	44224257	"ACH-000357"	1327765
"SIDM01038"	44442376	"ACH-000357"	1327765
"SIDM01038"	44551660	"ACH-000357"	1327765
"SIDM01038"	45168044	"ACH-000357"	1327765
"SIDM01038"	45258277	"ACH-000357"	1327765
"SIDM01038"	46006640	"ACH-000357"	1327765
"SIDM01038"	46191454	"ACH-000357"	1327765
"SIDM01038"	46192505	"ACH-000357"	1327765
"SIDM01038"	46843056	"ACH-000357"	1327765
"SIDM01038"	46843648	"ACH-000357"	1327765
"SIDM01038"	46843772	"ACH-000357"	1327765
"SIDM01038"	46843906	"ACH-000357"	1327765
"SIDM01038"	46844147	"ACH-000357"	1327765
"SIDM01038"	46885626	"ACH-000357"	1327765
"SIDM01038"	46911863	"ACH-000357"	1327765
"SIDM01038"	49806720	"ACH-000357"	1327765
"SIDM01038"	49821040	"ACH-000357"	1327765
"SIDM01038"	49836027	"ACH-000357"	1327765
"SIDM01038"	49850262	"ACH-000357"	1327765
"SIDM01038"	51358113	"ACH-000357"	1327765
"SIDM01038"	53302361	"ACH-000357"	1327765
"SIDM01038"	53315436	"ACH-000357"	1327765
"SIDM01038"	53340664	"ACH-000357"	1327765
"SIDM01038"	53340666	"ACH-000357"	1327765
"SIDM01038"	53413272	"ACH-000357"	1327765
"SIDM01038"	54670067	"ACH-000357"	1327765
"SIDM01038"	54676905	"ACH-000357"	1327765
"SIDM01038"	56599306	"ACH-000357"	1327765
"SIDM01038"	56965967	"ACH-000357"	1327765
"SIDM01038"	57340680	"ACH-000357"	1327765
"SIDM01038"	58525121	"ACH-000357"	1327765
"SIDM01038"	66577006	"ACH-000357"	1327765
"SIDM01038"	66577038	"ACH-000357"	1327765
"SIDM01038"	68234129	"ACH-000357"	1327765
"SIDM01038"	69923936	"ACH-000357"	1327765
"SIDM01038"	70983932	"ACH-000357"	1327765
"SIDM01038"	71522234	"ACH-000357"	1327765
"SIDM01038"	71550931	"ACH-000357"	1327765
"SIDM01038"	71576693	"ACH-000357"	1327765
"SIDM01038"	71748056	"ACH-000357"	1327765
"SIDM01038"	71755761	"ACH-000357"	1327765
"SIDM01038"	72201027	"ACH-000357"	1327765
"SIDM01038"	72943187	"ACH-000357"	1327765
"SIDM01038"	73010930	"ACH-000357"	1327765
"SIDM01038"	73265211	"ACH-000357"	1327765
"SIDM01038"	73265214	"ACH-000357"	1327765
"SIDM01038"	73707530	"ACH-000357"	1327765
"SIDM01038"	76285486	"ACH-000357"	1327765
"SIDM01038"	77232197	"ACH-000357"	1327765
"SIDM01038"	78357767	"ACH-000357"	1327765
"SIDM01038"	118693659	"ACH-000357"	1327765
"SIDM01038"	121271792	"ACH-000357"	1327765
"SIDM01038"	122540908	"ACH-000357"	1327765
"SIDM01038"	131634760	"ACH-000357"	1327765
"SIDM01038"	132275018	"ACH-000357"	1327765
"SIDM01038"	135398501	"ACH-000357"	1327765
"SIDM01038"	135398738	"ACH-000357"	1327765
"SIDM01038"	135402034	"ACH-000357"	1327765
"SIDM01038"	135410875	"ACH-000357"	1327765
"SIDM01038"	135421197	"ACH-000357"	1327765
"SIDM01038"	135423438	"ACH-000357"	1327765
"SIDM01038"	135465539	"ACH-000357"	1327765
"SIDM01038"	135659062	"ACH-000357"	1327765
"SIDM01038"	135691163	"ACH-000357"	1327765
"SIDM01039"	864	"ACH-001529"	907175
"SIDM01039"	2332	"ACH-001529"	907175
"SIDM01039"	2578	"ACH-001529"	907175
"SIDM01039"	4212	"ACH-001529"	907175
"SIDM01039"	5978	"ACH-001529"	907175
"SIDM01039"	8269	"ACH-001529"	907175
"SIDM01039"	9444	"ACH-001529"	907175
"SIDM01039"	12035	"ACH-001529"	907175
"SIDM01039"	60700	"ACH-001529"	907175
"SIDM01039"	68740	"ACH-001529"	907175
"SIDM01039"	87371	"ACH-001529"	907175
"SIDM01039"	124886	"ACH-001529"	907175
"SIDM01039"	234820	"ACH-001529"	907175
"SIDM01039"	243725	"ACH-001529"	907175
"SIDM01039"	353472	"ACH-001529"	907175
"SIDM01039"	397888	"ACH-001529"	907175
"SIDM01039"	442205	"ACH-001529"	907175
"SIDM01039"	446541	"ACH-001529"	907175
"SIDM01039"	452548	"ACH-001529"	907175
"SIDM01039"	643462	"ACH-001529"	907175
"SIDM01039"	644243	"ACH-001529"	907175
"SIDM01039"	657237	"ACH-001529"	907175
"SIDM01039"	992586	"ACH-001529"	907175
"SIDM01039"	3011155	"ACH-001529"	907175
"SIDM01039"	5352062	"ACH-001529"	907175
"SIDM01039"	5477029	"ACH-001529"	907175
"SIDM01039"	25226117	"ACH-001529"	907175
"SIDM01039"	25226483	"ACH-001529"	907175
"SIDM01039"	42628535	"ACH-001529"	907175
"SIDM01039"	44442376	"ACH-001529"	907175
"SIDM01039"	45168044	"ACH-001529"	907175
"SIDM01039"	46843056	"ACH-001529"	907175
"SIDM01039"	46843772	"ACH-001529"	907175
"SIDM01039"	46843906	"ACH-001529"	907175
"SIDM01039"	51000408	"ACH-001529"	907175
"SIDM01039"	53315436	"ACH-001529"	907175
"SIDM01039"	54670067	"ACH-001529"	907175
"SIDM01039"	57340680	"ACH-001529"	907175
"SIDM01039"	58525121	"ACH-001529"	907175
"SIDM01039"	70983932	"ACH-001529"	907175
"SIDM01039"	71522234	"ACH-001529"	907175
"SIDM01039"	71550931	"ACH-001529"	907175
"SIDM01039"	71576693	"ACH-001529"	907175
"SIDM01039"	72201027	"ACH-001529"	907175
"SIDM01039"	72943187	"ACH-001529"	907175
"SIDM01039"	73010930	"ACH-001529"	907175
